74233,2894300141,1
74233,61417559,1
1737011,14079705,1
1737011,16325922,1
1737011,2828212668,1
1737011,112743258,1
2734091,1024902041037090816,1
2734091,1863121254,1
2734091,2870653293,1
2734091,14849266,1
2734091,541903575,1
2734091,414611642,1
2840601,2436389418,1
3020421,364865864,1
3020421,333907805,1
4093211,94853080,1
4093211,91377850,1
4093211,138203134,1
4093211,6323662,1
4223521,2207342054,1
5546982,628545424,1
5546982,14504859,2
5546982,5546982,2
5546982,3127085801,1
5546982,30699754,1
5546982,46066476,1
5546982,4774742541,1
5546982,1127431758,1
5546982,487357501,1
5546982,9769712,1
5546982,1954913234,1
5546982,197405315,1
5546982,2754681001,1
5546982,21185883,1
5546982,157981564,1
5546982,110506013,1
5546982,873777758,2
5546982,36411199,1
6312442,364488011,1
6312442,16948693,1
6636152,18028509,1
6700072,39750546,1
6700072,51235122,1
6700072,19870967,1
7011792,204832963,1
7011792,224716876,1
7011792,4726268439,2
7316712,863012581270855680,1
7466582,49639750,1
7583202,528498496,1
7583202,993949116320440320,1
7583202,815242392336875522,1
7583202,1003546431494524928,1
7583202,18213483,1
7583202,91777549,1
7583202,31875085,1
7583202,3216234192,1
7583202,507152530,1
7583202,3765479422,1
7583202,3233835926,1
7583202,17345624,1
7583202,1020743454,1
7607292,2634983199,1
7978912,751511943744221184,1
7978912,909739583058870273,1
7978912,823427276356386816,1
7978912,1066886330469269505,1
7978912,3007760718,1
7978912,395209205,1
7978912,197884982,1
7978912,1280377440,1
8016442,806929203102773248,1
8381292,567306088,1
8751932,81381301,1
8806182,293131545,1
8850572,20402945,1
8850572,33416753,1
8850572,1020058453,1
8850572,26332602,1
8850572,38472669,1
8850572,38170974,1
8993432,45969272,1
9378802,246810025,1
9378802,24382468,1
9378802,45295624,1
9378802,17698956,1
9378802,254873869,1
9378802,2923679118,3
9378802,49656209,1
9378802,21273874,1
9378802,3163284887,1
9378802,32824068,1
9378802,44562973,4
9378802,3062054052,1
9378802,17756081,2
9378802,26048553,1
9378802,608583,2
9378802,250603308,1
9378802,256442158,1
9378802,125637896,2
9378802,48315317,1
9378802,5740092,4
9378802,1652541,1
9378802,66267332,1
9378802,15644999,1
9378802,1582622732,1
9378802,37303498,2
9378802,72430733,3
9378802,231407577,2
9378802,25058787,1
9378802,3398360807,1
9378802,6754922,1
9378802,323954578,1
9378802,5402612,1
9378802,15253239,3
9378802,957575934,4
9429482,446491818,1
9429482,247888588,1
9558342,1006489290736570369,1
9794712,702968279380267008,1
9794712,51429353,1
9794712,15808647,1
9794712,819966464715325441,1
9926122,256900512,1
9926122,372203152,1
9926122,23483816,1
9926122,1350410232,1
9970902,948475538187878400,1
9970902,1063085926778396673,1
9970902,248884036,1
9970902,21059255,1
9970902,14478260,1
9970902,2390581,1
9970902,16748247,1
9970902,213533439,1
10193482,1021055855280775169,1
10257602,25067168,1
10257602,789823688619266048,1
10257602,10257602,2
10257602,910501441466494979,1
10257602,509190853,1
10257602,972349724790542336,1
10257602,287815294,1
10257602,18213483,1
10257602,1582622732,1
10257602,278020879,1
10257602,927662736,1
10257602,9378802,1
10257602,42251939,1
10257602,149862590,1
10257602,95431448,1
10257602,296005306,1
10257602,160534877,1
10257602,957575934,1
10257602,29979814,1
10507042,14441986,1
10935622,157676901,1
11376452,85413907,1
11451632,296298897,1
11654242,856413384081899520,1
11654242,35459922,1
11668492,17061263,1
11668492,891454879,1
11771182,3097425875,1
12034532,9273802,1
12034532,16318564,1
12034532,22434517,1
12034532,49639750,1
12398022,786537772987191296,1
12398022,822421052588519426,1
12398022,14283525,1
12398022,192323177,1
12398022,2396756364,1
12398022,1349401772,1
12398022,3773488222,2
12398022,64814367,1
12488882,1412471107,2
12488882,6411422,1
12729462,1412471107,1
13045342,735126896321695744,1
13045342,85464101,1
13045342,1877831,1
13177172,29873662,1
13203082,2261662176,1
13203082,1014129474957438977,1
13203082,398277634,1
13203082,1278480931,1
13203082,903325003118206976,1
13203082,271321255,2
13203082,2738138057,1
13203082,19722513,1
13203082,556972372,1
13203082,2458575606,2
13203082,935781275293704192,1
13203082,552625873,1
13203082,271503518,1
13283962,1004323974573182976,1
13283962,965546929970208768,1
13283962,2461971282,1
13283962,929277536265232384,1
13283962,53439175,1
13530942,44562973,1
13616862,24342206,1
13681472,823427276356386816,1
13681472,965186224729264128,1
13681472,944967679584145410,1
13681472,4264066757,2
13681472,463788774,6
13681472,2731783496,1
13681472,1001799234,1
13681472,267325746,1
13681472,295176532,1
13681472,263115639,1
13681472,2343451476,1
13681472,3481760957,1
13681472,3246043205,2
13681472,585539007,1
13766852,14283525,2
14081398,853947103852339201,1
14119552,3360588923,1
14145646,396163676,1
14163081,953884367906013185,1
14192255,33248043,1
14225471,844197312075382785,1
14225471,453370900,1
14234604,706214401473454080,1
14234604,1006489290736570369,2
14234604,1412471107,1
14234604,716809094615670784,1
14234604,837947192950329345,2
14234604,2907022823,1
14234604,601727054,1
14234604,76060465,1
14234604,891454879,1
14367781,56992811,1
14375384,933260060557373440,1
14395509,912489160765792256,1
14395509,775851240768942081,1
14395509,887971956816887808,1
14395509,53721889,1
14395509,25845867,1
