6243,1725985022,1
747863,44196397,1
1732921,49311606,1
1737011,142589904,1
1737011,15982247,1
2734091,1024902041037090816,1
2734091,198161859,1
2734091,182458957,1
2734091,432597959,1
4093211,809369961110048768,1
4093211,1018251414936563713,1
4093211,2421067430,1
4093211,935491062184992769,2
4093211,47438401,1
4093211,17642747,1
5546982,949248701536579584,1
5546982,17484680,1
5546982,4774742541,1
5546982,1127431758,1
5546982,321575853,2
5546982,19106962,1
5546982,29438175,3
6339682,39051390,1
6415122,39051390,1
6700072,2327669408,1
6700072,1115148079,1
6700072,2562441611,1
6700072,1598322511,1
7011792,1673631080,1
7011792,589402216,1
7011792,115485051,1
7706172,3141702094,1
7978912,950995334594990080,1
7978912,871807272258854912,1
7978912,2631756694,1
7978912,858712265339568128,1
7978912,1045010669987393537,1
7978912,3347064203,1
7978912,540190318,1
7978912,1555839343,1
7978912,3333497937,1
7978912,2283431827,1
7978912,395209205,1
7978912,2736741590,1
7978912,56902103,1
7978912,2985575001,4
7978912,55628350,1
8361772,58569513,1
8361772,403991138,1
8361772,69008563,1
8381292,44196397,1
8751932,881016947214761989,1
8850572,121715841,1
8850572,46775492,1
8850572,29452677,1
8850572,152747558,1
8850572,60642183,1
8850572,18567018,1
8850572,17471979,2
8850572,14689959,1
8850572,16070929,1
8850572,15843059,1
8850572,1913769302,1
8850572,819800,1
8850572,51023770,1
8850572,2928731,3
8850572,3108351,1
8993432,65375759,1
9378802,834081571493785600,2
9378802,801998789070491648,1
9378802,246614123,1
9378802,449588356,1
9378802,926601,1
9378802,243260426,1
9378802,59219851,1
9378802,17698956,2
9378802,162171805,1
9378802,14099214,1
9378802,15344145,1
9378802,14346260,1
9378802,15486485,2
9378802,29538521,1
9378802,442486808,1
9378802,168259012,1
9378802,80669530,1
9378802,164273824,1
9378802,14997490,1
9378802,187461322,1
9378802,26048553,1
9378802,4970411,1
9378802,123852589,1
9378802,1077181999,1
9378802,190705200,1
9378802,14848968,1
9378802,52522040,1
9378802,16308922,1
9378802,106788885,1
9378802,1652541,1
9378802,39151934,1
9378802,280288703,1
9378802,24889586,1
9378802,91103937,3
9378802,10257602,2
9378802,16160267,2
9378802,30605124,1
9378802,77528520,1
9378802,25937737,1
9378802,54105546,1
9378802,221002322,1
9378802,606219091,1
9378802,15464697,3
9378802,29016548,1
9378802,253812442,1
9378802,47475039,1
9378802,18424289,1
9378802,105912547,1
9378802,22082660,2
9378802,72448229,1
9378802,202081382,1
9378802,581858407,1
9378802,6754922,1
9378802,23588075,1
9378802,60783724,1
9378802,110396781,2
9378802,45615218,1
9378802,759251,1
9378802,5845492,1
9378802,15253239,10
9378802,14298769,1
9378802,17208441,1
9378802,57954298,1
9378802,148653311,8
9429482,34713362,1
9607332,12034532,1
9794712,846270499915206656,1
9794712,968242870909009920,2
9794712,19037859,1
9794712,60642052,1
9794712,974144123480494080,1
9794712,973558062597443591,1
9794712,2344530218,1
9794712,951062029,1
9794712,585046509,1
9794712,1019901807752105984,1
9794712,2728657237,1
9794712,18036441,1
9794712,1074962259359776768,2
9794712,478157338,1
9926122,870884648,1
9926122,2355808260,1
9970902,1146310592,1
9970902,780788683486007299,1
9970902,25036511,1
10257602,1299075072,1
10257602,164273824,1
10257602,42251939,1
10257602,249601317,1
10257602,29979814,1
10257602,93866285,2
10257602,86274103,1
10257602,91099960,1
10257602,1652541,1
10257602,149862590,1
10257602,10257602,3
10257602,270397123,1
10257602,1877831,1
10257602,832782792,1
10257602,101002059,1
10257602,2467791,1
